,movieId,original_title
2432,2543,Six Ways to Sunday
2433,2544,L'école de la chair
2434,2545,Relax... It's Just Sex
2435,2546,The Deep End of the Ocean
2436,2547,Harvest
2437,2548,The Rage: Carrie 2
2438,2549,Wing Commander
2439,2550,The Haunting
2440,2551,Dead Ringers
2441,2552,My Boyfriend's Back
2442,2553,Village of the Damned
2443,2554,Children of the Damned
2444,2555,Baby Geniuses
2445,2556,Telling You
2446,2557,Seul contre tous
2447,2558,Forces of Nature
2448,2559,The King and I
2449,2560,Ravenous
2450,2561,True Crime
2451,2562,Bandits
2452,2563,Dangerous Beauty
2453,2564,The Empty Mirror
2454,2565,The King and I
2455,2566,Doug's 1st Movie
2456,2567,Edtv
2457,2568,The Mod Squad
2458,2569,Among Giants
2459,2570,A Walk on the Moon
2460,2571,The Matrix
2461,2572,10 Things I Hate About You
2462,2573,"Tango, no me dejes nunca"
2463,2574,The Out-of-Towners
2464,2575,La vie rêvée des anges
2465,2576,"Love, etc."
2466,2577,Metroland
2467,2578,The Sticky Fingers of Time
2468,2579,Following
2469,2580,Go
2470,2581,Never Been Kissed
2471,2582,双龙会
2472,2583,Cookie's Fortune
2473,2584,Foolish
2474,2585,Los amantes del círculo polar
2475,2586,Goodbye Lover
2476,2587,Life
2477,2589,Friends & Lovers
2478,2590,Hideous Kinky
2479,2591,Jeanne et le garçon formidable
2480,2592,The Joyriders
2481,2593,Il mostro
2482,2594,Abre los ojos
2483,2595,Fotoamator
2484,2596,SLC Punk
2485,2597,Lost & Found
2486,2598,Pushing Tin
2487,2599,Election
2488,2600,eXistenZ
2489,2601,A Little Bit of Soul
2490,2602,猩猩王
2491,2603,Nô
2492,2604,Let It Come Down: The Life of Paul Bowles
2493,2605,Entrapment
2494,2606,Idle Hands
2495,2607,Get Real
2496,2608,Heaven
2497,2609,变脸
2498,2610,Three Seasons
2499,2611,The Winslow Boy
2500,2612,Mildred Pierce
2501,2613,Night of the Comet
2502,2614,Chopping Mall
2503,2615,My Science Project
2504,2616,Dick Tracy
2505,2617,The Mummy
2506,2618,The Castle
2507,2619,Mascara
2508,2620,This Is My Father
2509,2621,Tian yu
2510,2622,A Midsummer Night's Dream
2511,2623,Trippin'
2512,2624,ワンダフルライフ
2513,2625,黑侠
2514,2626,Edge of Seventeen
2515,2627,Endurance
2516,2628,Star Wars: Episode I - The Phantom Menace
2517,2629,The Love Letter
2518,2630,L'assedio
2519,2631,Frogs for Snakes
2520,2632,Rekopis znaleziony w Saragossie
2521,2633,The Mummy
2522,2634,The Mummy
2523,2635,The Mummy's Curse
2524,2636,The Mummy's Ghost
2525,2637,The Mummy's Hand
2526,2638,The Mummy's Tomb
2527,2639,Mommie Dearest
2528,2640,Superman
2529,2641,Superman II
2530,2642,Superman III
2531,2643,Superman IV: The Quest for Peace
2532,2644,Dracula
2533,2646,House of Dracula
2534,2647,House of Frankenstein
2535,2648,Frankenstein
2536,2649,Son of Frankenstein
2537,2650,The Ghost of Frankenstein
2538,2651,Frankenstein Meets the Wolf Man
2539,2652,The Curse of Frankenstein
2540,2653,Son of Dracula
2541,2654,The Wolf Man
2542,2655,Howling II: Stirba - Werewolf Bitch
2543,2656,Tarantula
2544,2657,The Rocky Horror Picture Show
2545,2658,The Flying Saucer
2546,2659,It Came from Hollywood
2547,2660,The Thing from Another World
2548,2661,It Came from Outer Space
2549,2662,The War of the Worlds
2550,2663,It Came from Beneath the Sea
2551,2664,Invasion of the Body Snatchers
2552,2665,Earth vs. the Flying Saucers
2553,2666,It Conquered the World
2554,2667,The Mole People
2555,2668,Swamp Thing
2556,2669,Pork Chop Hill
2557,2670,"Run Silent, Run Deep"
2558,2671,Notting Hill
2559,2672,The Thirteenth Floor
2560,2673,Μια αιωνιότητα και μια μέρα
2561,2674,The Loss of Sexual Innocence
2562,2675,The Man with Rain in His Shoes
2563,2676,Instinct
2564,2677,Buena Vista Social Club
2565,2678,Desert Blue
2566,2679,A Place at the Table
2570,103208,A Place at the Table
2574,2680,Floating
2575,2681,Free Enterprise
2576,2682,Limbo
2577,2683,Austin Powers: The Spy Who Shagged Me
2578,2684,Promise Her Anything
2579,2685,Le nain rouge
2580,2686,The Red Violin
2581,2687,Tarzan
2582,2688,The General's Daughter
2583,2689,Get Bruce!
2584,2690,An Ideal Husband
2585,2691,La leggenda del pianista sull'oceano
2586,2692,Lola rennt
2587,2693,Trekkies
2588,2694,Big Daddy
2589,2695,The Boys
2590,2696,Le Dîner de cons
2591,2697,My Son the Fanatic
2592,2698,Zone 39
2593,2699,Arachnophobia
2594,2700,"South Park: Bigger, Longer & Uncut"
2595,2701,Wild Wild West
2596,2702,Summer of Sam
2597,2703,Broken Vessels
2598,2704,Les Amants du Pont-Neuf
2599,2705,"Fin août, début septembre"
2600,2706,American Pie
2601,2707,Arlington Road
2602,2708,Conte d'automne
2603,2709,Muppets from Space
2604,2710,The Blair Witch Project
2605,2711,My Life So Far
2606,2712,Eyes Wide Shut
2607,2713,Lake Placid
2608,2714,The Wood
2609,2715,The Velocity of Gary
2610,2716,Ghostbusters
2611,2717,Ghostbusters II
2612,2718,Drop Dead Gorgeous
2613,2719,The Haunting
2614,2720,Inspector Gadget
2615,2721,Trick
2616,2722,Deep Blue Sea
2617,2723,Mystery Men
2618,2724,Runaway Bride
2619,2725,Twin Falls Idaho
2620,2726,The Killing
2621,2727,Killer's Kiss
2622,2728,Spartacus
2623,2729,Lolita
2624,2730,Barry Lyndon
2625,2731,Les Quatre Cents Coups
2626,2732,Jules et Jim
2627,2733,Vibes
2628,2734,The Mosquito Coast
2629,2735,The Golden Child
2630,2736,Brighton Beach Memoirs
2631,2737,Assassination
2632,2738,Crimes of the Heart
2633,2739,The Color Purple
2634,2740,The Kindred
2635,2741,No Mercy
2636,2742,Tenue de soirée
2637,2743,Native Son
2638,2744,Otello
2639,2745,The Mission
2640,2746,Little Shop of Horrors
2641,2747,The Little Shop of Horrors
2642,2748,Allan Quatermain and the Lost City of Gold
2643,2749,The Morning After
2644,2750,Radio Days
2645,2751,From the Hip
2646,2752,Outrageous Fortune
2647,2753,The Bedroom Window
2648,2754,Deadtime Stories
2649,2755,Light of Day
2650,2756,Wanted: Dead or Alive
2651,2757,Frances
2652,2758,Plenty
2653,2759,Dick
2654,2760,The Gambler
2655,2761,The Iron Giant
2656,2762,The Sixth Sense
2657,2763,The Thomas Crown Affair
2658,2764,The Thomas Crown Affair
2659,2765,The Acid House
2660,2766,The Adventures of Sebastian Cole
2661,2767,Illuminata
2662,2768,Stiff Upper Lips
2663,2769,The Yards
2664,2770,Bowfinger
2665,2771,Brokedown Palace
2666,2772,Detroit Rock City
2667,2773,Alice et Martin
2668,2774,Better Than Chocolate
2669,2775,Head On
2670,2776,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo"
2671,2777,Cobra
2672,2778,Never Talk to Strangers
2673,2779,Heaven Can Wait
2674,2780,The Raven
2675,2781,The Tingler
2676,2782,The Pit and the Pendulum
2677,2783,The Tomb of Ligeia
2678,2784,The Masque of the Red Death
2679,2785,Tales of Terror
2680,2786,Haunted Honeymoon
2681,2787,Cat's Eye
2682,2788,And Now for Something Completely Different
2683,2789,Damien: Omen II
2684,2790,Omen III: The Final Conflict
2685,2791,Airplane!
2686,2792,Airplane II: The Sequel
2687,2793,An American Werewolf in Paris
2688,2794,National Lampoon’s European Vacation
2689,2795,National Lampoon's Vacation
2690,2796,Funny Farm
2691,2797,Big
2692,2798,Problem Child
2693,2799,Problem Child 2
2694,2800,Little Nemo: Adventures In Slumberland
2695,2801,Oscar and Lucinda
2696,2802,Tequila Sunrise
2697,2803,The Pelican Brief
2698,2804,A Christmas Story
2699,2805,Mickey Blue Eyes
2700,2806,Teaching Mrs. Tingle
2701,2807,Universal Soldier: The Return
2702,2808,Universal Soldier
2703,2809,Love Stinks
2704,2810,パーフェクトブルー
2705,2811,With Friends Like These...
2706,2812,In Too Deep
2707,2813,The Source
2708,2814,The Bat
2709,2815,Iron Eagle
2710,2816,Iron Eagle II
2711,2817,Iron Eagle III
2712,2818,Iron Eagle IV
2713,2819,Three Days of the Condor
2714,2820,Hamlet from the Lunt-Fontanne Theatre
2715,2821,Male and Female
2716,2822,Medicine Man
2717,2823,"Die Spinnen, 1. Teil - Der Goldene See"
2718,2824,On the Ropes
2719,2825,Rosie
2720,2826,The 13th Warrior
2721,2827,The Astronaut's Wife
2722,2828,Dudley Do-Right
2723,2829,The Muse
2724,2830,Bure baruta
2725,2831,A Dog Of Flanders
2726,2832,The Lost Son
2727,2833,Lucie Aubrac
2728,2834,"Martha – Meet Frank, Daniel and Laurence"
2729,2835,Chill Factor
2730,2836,Outside Providence
2731,2837,Bedrooms and Hallways
2732,2838,I Woke Up Early The Day I Died
2733,2839,West Beyrouth
2734,2840,Stigmata
2735,2841,Stir of Echoes
2736,2842,Best Laid Plans
2737,2843,"Crna mačka, beli mačor"
2738,2844,The Minus Man
2739,2845,Whiteboyz
2740,2846,Koneko monogatari
2741,2847,Only Angels Have Wings
2742,2848,Othello
2743,2849,Queens Logic
2744,2850,Public Access
2745,2852,A Soldier's Story
2746,2853,Alice Sweet Alice
2747,2854,Don't Look in the Basement
2748,2855,Nightmares
2749,2856,I Saw What You Did
2750,2857,Yellow Submarine
2751,2858,American Beauty
2752,2859,Stop Making Sense
2753,2860,Blue Streak
2754,2861,For Love of the Game
2755,2862,Caligola
2756,2863,A Hard Day's Night
2757,2864,Splendor
2758,2865,Sugar Town
2759,2866,The Buddy Holly Story
2760,2867,Fright Night
2761,2868,Fright Night Part 2
2762,2869,La séparation
2763,2870,Barefoot in the Park
2764,2871,Deliverance
2765,2872,Excalibur
2766,2873,Lulu on the Bridge
2767,2874,The Pajama Game
2768,2875,Sommersby
2769,2876,Thumbelina
2770,2877,Tommy
2771,2878,Hell Night
2772,2879,飛鷹計劃
2773,2880,龍兄虎弟
2774,2881,Double Jeopardy
2775,2882,Jakob the Liar
2776,2883,Mumford
2777,2884,Dog Park
2778,2885,Guinevere
2779,2886,The Adventures of Elmo in Grouchland
2780,2887,Simon Sez
2781,2888,Drive Me Crazy
2782,2889,"Mystery, Alaska"
2783,2890,Three Kings
2784,2891,"Happy, Texas"
2785,2892,New Rose Hotel
2786,2893,Plunkett & MacLeane
2787,2894,Romance
2788,2895,Napoleon and Samantha
2789,2896,Alvarez Kelly
2790,2897,E la nave va
2791,2898,The Dark Half
2792,2899,Gulliver's Travels
2793,2900,Monkey Shines
2794,2901,Phantasm
2795,2902,Psycho II
2796,2903,Psycho III
2797,2904,Rain
2798,2905,椿三十郎
2799,2906,Random Hearts
2800,2907,Superstar
2801,2908,Boys Don't Cry
2802,2909,"Five Wives, Three Secretaries and Me"
2803,2910,L'ennui
2804,2911,El abuelo
2805,2912,The Limey
2806,2913,The Mating Habits of the Earthbound Human
2807,2914,Molly
2808,2915,Risky Business
2809,2916,Total Recall
2810,2917,Body Heat
2811,2918,Ferris Bueller's Day Off
2812,2919,The Year of Living Dangerously
2813,2920,Les Enfants du Paradis
2814,2921,High Plains Drifter
2815,2922,Hang 'em High
2816,2923,Citizen's Band
2817,2924,醉拳
2818,2925,Il conformista
2819,2926,Hairspray
2820,2927,Brief Encounter
2821,2928,The Razor's Edge
2822,2929,Reds
2823,2930,Return with Honor
2824,2931,Dom za vešanje
2825,2932,Days of Heaven
2826,2933,Le Feu Follet
2827,2934,El amor brujo
2828,2935,The Lady Eve
2829,2936,Sullivan's Travels
2830,2937,The Palm Beach Story
2831,2938,Hombre mirando al sudeste
2832,2939,Niagara
2833,2940,Gilda
2834,2941,South Pacific
2835,2942,Flashdance
2836,2943,Indochine
2837,2944,The Dirty Dozen
2838,2945,Mike's Murder
2839,2946,Help!
2840,2947,Goldfinger
2841,2948,From Russia with Love
2842,2949,Dr. No
2843,2950,The Blue Lagoon
2844,2951,Per un pugno di dollari
2845,2952,Hard Eight
2846,2953,Home Alone 2: Lost in New York
2847,2954,Penitentiary
2848,2955,Penitentiary II
2849,2956,Someone to Watch Over Me
2850,2957,Sparrows
2851,2958,Naturally Native
2852,2959,Fight Club
2853,2960,Beefcake
2854,2961,The Story of Us
2855,2962,Fever Pitch
2856,2963,Joe the King
2857,2964,Julien Donkey-Boy
2858,2965,The Omega Code
2859,2966,The Straight Story
2860,2967,The Bad Seed
2861,2968,Time Bandits
2862,2969,Un Homme et une femme
2863,2970,Fitzcarraldo
2864,2971,All That Jazz
2865,2972,Hong gao liang
2866,2973,Crimes and Misdemeanors
2867,2974,Bats
2868,2975,The Best Man
2869,2976,Bringing Out the Dead
2870,2977,Crazy in Alabama
2871,2978,Three to Tango
2872,2979,Body Shots
2873,2980,Men Cry Bullets
2874,2981,Brother Can You Spare A Dime
2875,2982,The Guardian
2876,2983,The Ipcress File
2877,2984,On Any Sunday
2878,2985,RoboCop
2879,2986,RoboCop 2
2880,2987,Who Framed Roger Rabbit
2881,2988,Melvin and Howard
2882,2989,For Your Eyes Only
2883,2990,Licence to Kill
2884,2991,Live and Let Die
2885,2992,Rawhead Rex
2886,2993,Thunderball
2887,2994,La ciudad
2888,2995,House on Haunted Hill
2889,2996,Music of the Heart
2890,2997,Being John Malkovich
2891,2998,Dreaming of Joseph Lees
2892,2999,Man Of The Century
2893,3000,もののけ姫
2894,3001,The Suburbans
2895,3002,Mein liebster Feind
2896,3003,Train de vie
2897,3004,The Bachelor
2898,3005,The Bone Collector
2899,3006,The Insider
2900,3007,American Movie
2901,3008,Last Night
2902,3009,Portraits Chinois
2903,3010,Rosetta
2904,3011,"They Shoot Horses, Don't They?"
2905,3012,Battling Butler
2906,3013,Bride of Re-Animator
2907,3014,Bustin' Loose
2908,3015,Coma
2909,3016,Creepshow
2910,3017,Creepshow 2
2911,3018,Re-Animator
2912,3019,Drugstore Cowboy
2913,3020,Falling Down
2914,3021,The Funhouse
2915,3022,The General
2916,3023,My Best Girl
2917,3024,Piranha
2918,3025,Rough Night in Jericho
2919,3026,Slaughterhouse
2920,3028,The Taming of the Shrew
2921,3029,Nighthawks
2922,3030,用心棒
2923,3031,Repossessed
2924,3032,The Omega Man
2925,3033,Spaceballs
2926,3034,Robin Hood
2927,3035,Mister Roberts
2928,3036,La Guerre du feu
2929,3037,Little Big Man
2930,3038,A Face in the Crowd
2931,3039,Trading Places
2932,3040,Meatballs
2933,3041,Meatballs Part II
2934,3042,Meatballs III: Summer Job
2935,3043,Meatballs 4
2936,3044,Dead Again
2937,3045,Peter's Friends
2938,3046,The Incredibly True Adventure of Two Girls In Love
2939,3047,Experience Preferred...But Not Essential
2940,3048,Under the Rainbow
2941,3049,How I Won the War
2942,3050,Light It Up
2943,3051,Anywhere But Here
2944,3052,Dogma
2945,3053,Joan of Arc
2946,3054,劇場版ポケットモンスター ミュウツーの逆襲
2947,3055,Felicia's Journey
2948,3056,Oxygen
2949,3057,Where's Marlowe?
2950,3058,The Ape
2951,3059,British Intelligence
2952,3060,The Commitments
2953,3061,Holiday Inn
2954,3062,The Longest Day
2955,3063,Poison Ivy
2956,3064,Poison Ivy: The New Seduction
2957,3065,Ten Benny
2958,3066,Tora! Tora! Tora!
2959,3067,Mujeres al borde de un ataque de nervios
2960,3068,The Verdict
2961,3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
2962,3070,The Adventures of Buckaroo Banzai Across the 8th Dimension
2963,3071,Stand and Deliver
2964,3072,Moonstruck
2965,3073,The Sandpiper
2966,3074,Jeremiah Johnson
2967,3075,Repulsion
2968,3076,Irma la Douce
2969,3077,42 Up
2970,3078,Liberty Heights
2971,3079,Mansfield Park
2972,3080,Zbogum na dvaesetiot vek
2973,3081,Sleepy Hollow
2974,3082,The World Is Not Enough
2975,3083,Todo sobre mi madre
2976,3084,Home Page
2977,3085,La morte vivante
2978,3086,Babes in Toyland
2979,3087,Scrooged
2980,3088,Harvey
2981,3089,Ladri di biciclette
2982,3090,Matewan
2983,3091,影武者
2984,3092,忠臣蔵 花の巻・雪の巻
2985,3093,McCabe & Mrs. Miller
2986,3094,Maurice
2987,3095,The Grapes of Wrath
2988,3096,My Man Godfrey
2989,3097,The Shop Around the Corner
2990,3098,The Natural
2991,3099,Shampoo
2992,3100,A River Runs Through It
2993,3101,Fatal Attraction
2994,3102,Jagged Edge
2995,3103,Stanley & Iris
2996,3104,Midnight Run
2997,3105,Awakenings
2998,3106,Come See the Paradise
2999,3107,Backdraft
3000,3108,The Fisher King
3001,3109,The River
3002,3110,Country
3003,3111,Places in the Heart
3004,3112,"'night, Mother"
3005,3113,End of Days
3006,3114,Toy Story 2
3007,3115,Flawless
3008,3116,Miss Julie
3009,3117,Ride with the Devil
3010,3118,Tumbleweeds
3011,3119,Reazione a catena
3012,3120,The Distinguished Gentleman
3013,3121,The Hitch-Hiker
3014,3122,Santa Fe Trail
3015,3123,Lauderdale
3016,3124,Agnes Browne
3017,3125,The End of the Affair
3018,3126,The End of the Affair
3019,3127,Holy Smoke
3020,3128,A Map of the World
3021,3129,Sweet and Lowdown
3022,3130,The Bonfire of the Vanities
3023,3131,Broadway Damage
3024,3132,Daddy-Long-Legs
3025,3133,Go West
3026,3134,La Grande Illusion
3027,3135,The Great Santini
3028,3136,The James Dean Story
3029,3137,The Sea Wolves
3030,3138,Stealing Home
3031,3139,Tarzan the Fearless
3032,3140,Three Ages
3033,3141,The Two Jakes
3034,3142,U2: Rattle and Hum
3035,3143,Hell in the Pacific
3036,3144,The Glass Bottom Boat
3037,3145,Cradle Will Rock
3038,3146,Deuce Bigalow: Male Gigolo
3039,3147,The Green Mile
3040,3148,The Cider House Rules
3041,3149,Diamonds
3042,3150,The War Zone
3043,3151,The Bat Whispers
3044,3152,The Last Picture Show
3045,3153,The 7th Voyage of Sinbad
3046,3154,Blood on the Sun
3047,3155,Anna and the King
3048,3156,Bicentennial Man
3049,3157,Stuart Little
3050,3158,荊軻刺秦王
3051,3159,Fantasia 2000
3052,3160,Magnolia
3053,3161,Onegin
3054,3162,Simpatico
3055,3163,Topsy-Turvy
3056,3164,The Alley Cats
3057,3165,Boiling Point
3058,3166,Brenda Starr
3059,3167,Carnal Knowledge
3060,3168,Easy Rider
3061,3169,The Falcon and the Snowman
3062,3170,Hi-Yo Silver
3063,3171,Room at the Top
3064,3172,Ulisse
3065,3173,Any Given Sunday
3066,3174,Man on the Moon
3067,3175,Galaxy Quest
3068,3176,The Talented Mr. Ripley
3069,3177,Next Friday
3070,3178,The Hurricane
3071,3179,Angela's Ashes
3072,3180,Play It to the Bone
3073,3181,Titus
3074,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
3075,3183,The Third Miracle
3076,3184,Montana
3077,3185,Snow Falling on Cedars
3078,3186,"Girl, Interrupted"
3079,3187,Trans
3080,3188,The Life and Times of Hank Greenberg
3081,3189,My Dog Skip
3082,3190,Supernova
3083,3191,The Quarry
3084,3192,Theeviravaathi: The Terrorist
3085,3194,The Way We Were
3086,3195,Tess of the Storm Country
3087,3196,Stalag 17
3088,3197,The Presidio
3089,3198,Papillon
3090,3199,Pal Joey
3091,3200,The Last Detail
3092,3201,Five Easy Pieces
3093,3202,Auch Zwerge haben klein angefangen
3094,3203,Dead Calm
3095,3204,The Boys from Brazil
3096,3205,La maschera del demonio
3097,3206,Against All Odds
3098,3207,The Snows of Kilimanjaro
3099,3208,National Lampoon's Loaded Weapon 1
3100,3209,The Loves of Carmen
3101,3210,Fast Times at Ridgemont High
3102,3211,A Cry in the Dark
3103,3212,Born to Win
3104,3213,Batman: Mask of the Phantasm
3105,3214,American Flyers
3106,3215,Voyage of the Damned
3107,3216,Vampyros Lesbos
3108,3217,A Star Is Born
3109,3218,Poison
3110,3219,Pacific Heights
3111,3220,Night Tide
3112,3221,The Draughtsman's Contract
3113,3222,Carmen
3114,3223,A Zed & Two Noughts
3115,3224,砂の女
3116,3225,Down to You
3117,3226,Hellhounds on My Trail: The Afterlife of Robert Johnson
3118,3227,"Más que amor, frenesí"
3119,3228,Wirey Spindell
3120,3229,Another Man's Poison
3121,3230,The Odessa File
3122,3231,The Saphead
3123,3232,Seven Chances
3124,3233,Smashing Time
3125,3234,Train Ride to Hollywood
3126,3235,Where the Buffalo Roam
3127,3236,Zachariah
3128,3237,Falkens öga
3129,3238,Eye of the Beholder
3130,3239,Isn't She Great
3131,3240,The Big Tease
3132,3241,Phörpa
3133,3242,Santitos
3134,3243,Encino Man
3135,3244,The Goodbye Girl
3136,3245,Soy Cuba
3137,3246,Malcolm X
3138,3247,Sister Act
3139,3248,Sister Act 2: Back in the Habit
3140,3249,The Hand that Rocks the Cradle
3141,3250,Alive
3142,3251,Agnes of God
3143,3252,Scent of a Woman
3144,3253,Wayne's World
3145,3254,Wayne's World 2
3146,3255,A League of Their Own
3147,3256,Patriot Games
3148,3257,The Bodyguard
3149,3258,Death Becomes Her
3150,3259,Far and Away
3151,3260,Howards End
3152,3261,Singles
3153,3262,Twin Peaks: Fire Walk with Me
3154,3263,White Men Can't Jump
3155,3264,Buffy the Vampire Slayer
3156,3265,辣手神探
3157,3266,C'est arrivé près de chez vous
3158,3267,El Mariachi
3159,3268,Stop! Or My Mom Will Shoot
3160,3269,Forever Young
3161,3270,The Cutting Edge
3162,3271,Of Mice and Men
3163,3272,Bad Lieutenant
3164,3273,Scream 3
3165,3274,Single White Female
3166,3275,The Boondock Saints
3167,3276,Gun Shy
3168,3277,Amic/Amat
3169,3278,Gendernauts: A Journey Through Shifting Identities
3170,3279,Knockout
3171,3280,The Baby
3172,3281,The Brandon Teena Story
3173,3282,Different for Girls
3174,3283,Minnie and Moskowitz
3175,3284,They Might Be Giants
3176,3285,The Beach
3177,3286,Snow Day
3178,3287,The Tigger Movie
3179,3288,Cotton Mary
3180,3289,一個都不能少
3181,3290,Soft Toilet Seats
3182,3291,Trois
3183,3292,The Big Combo
3184,3293,Conceiving Ada
3185,3294,Eaten Alive
3186,3295,Raining Stones
3187,3296,"To Sir, with Love"
3188,3297,With Byrd at the South Pole
3189,3298,Boiler Room
3190,3299,Hanging Up
3191,3300,Pitch Black
3192,3301,The Whole Nine Yards
3193,3302,Beautiful People
3194,3303,Black Tar Heroin: The Dark End of the Street
3195,3304,Blue Collar
3196,3305,Bluebeard
3197,3306,The Circus
3198,3307,City Lights
3199,3308,The Flamingo Kid
3200,3309,A Dog's Life
3201,3310,The Kid
3202,3311,The Man from Laramie
3203,3312,The Wild McCullochs
3204,3313,Class Reunion
3205,3314,The Big Trees
3206,3315,Happy Go Lovely
3207,3316,Reindeer Games
3208,3317,Wonder Boys
3209,3318,Deterrence
3210,3319,Judy Berlin
3211,3320,Mifunes sidste sang
3212,3321,The Waiting Game
3213,3322,3 Strikes
3214,3323,Chain of Fools
3215,3324,Drowning Mona
3216,3325,The Next Best Thing
3217,3326,What Planet Are You From?
3218,3327,Beyond the Mat
3219,3328,Ghost Dog: The Way of the Samurai
3220,3329,The Year My Voice Broke
3221,3330,Splendor in the Grass
3222,3331,My Tutor
3223,3332,The Legend of Lobo
3224,3333,The Killing of Sister George
3225,3334,Key Largo
3226,3335,Jail Bait
3227,3336,It Happened Here
3228,3337,I'll Never Forget What's'isname
3229,3338,For All Mankind
3230,3339,Cross of Iron
3231,3340,Bride of the Monster
3232,3341,Born Yesterday
3233,3342,Birdy
3234,3343,And God Created Woman
3235,3344,Blood Feast
3236,3345,"Charlie, the Lonesome Cougar"
3237,3346,Color Me Blood Red
3238,3347,Never Cry Wolf
3239,3348,The Night Visitor
3240,3349,The Perils of Pauline
3241,3350,A Raisin in the Sun
3242,3351,Two Thousand Maniacs!
3243,3352,Brown's Requiem
3244,3353,The Closer You Get
3245,3354,Mission to Mars
3246,3355,The Ninth Gate
3247,3356,Condo Painting
3248,3357,Est -Ouest
3249,3358,Defending Your Life
3250,3359,Breaking Away
3251,3360,Hoosiers
3252,3361,Bull Durham
3253,3362,Dog Day Afternoon
3254,3363,American Graffiti
3255,3364,The Asphalt Jungle
3256,3365,The Searchers
3257,3367,The Devil's Brigade
3258,3368,The Big Country
3259,3369,Mélodie en sous-sol
3260,3370,Betrayed
3261,3371,Bound for Glory
3262,3372,The Bridge at Remagen
3263,3373,Buck and the Preacher
3264,3374,Daughters of the Dust
3265,3375,Destination Moon
3266,3376,La nuit fantastique
3267,3377,Hangmen Also Die!
3268,3378,Der Unhold
3269,3379,On the Beach
3270,3380,Railroaded!
3271,3381,Slaves to the Underground
3272,3382,Song of Freedom
3273,3383,Big Fella
3274,3384,The Taking of Pelham One Two Three
3275,3385,Volunteers
3276,3386,JFK
3277,3387,Who's Harry Crumb?
3278,3388,Harry and the Hendersons
3279,3389,Let's Get Harry
3280,3390,Shanghai Surprise
3281,3391,Who's That Girl
3282,3392,She-Devil
3283,3393,Date With an Angel
3284,3394,Blind Date
3285,3395,Nadine
3286,3396,The Muppet Movie
3287,3397,The Great Muppet Caper
3288,3398,The Muppets Take Manhattan
3289,3399,Sesame Street Presents Follow That Bird
3290,3400,We're Back! A Dinosaur's Story
3291,3401,Baby: Secret of the Lost Legend
3292,3402,Turtle Diary
3293,3403,Raise the Titanic
3294,3404,Titanic
3295,3405,A Night to Remember
3296,3406,Captain Horatio Hornblower R.N.
3297,3407,Les convoyeurs attendent
3298,3408,Erin Brockovich
3299,3409,Final Destination
3300,3410,Soft Fruit
3301,3411,Babymother
3302,3412,L'Ours
3303,3413,Impact
3304,3414,Love Is a Many-Splendored Thing
3305,3415,Зеркало
3306,3417,The Crimson Pirate
3307,3418,Thelma & Louise
3308,3419,Something For Everyone
3309,3420,...And Justice for All
3310,3421,Animal House
3311,3422,She's Gotta Have It
3312,3423,School Daze
3313,3424,Do the Right Thing
3314,3425,Mo' Better Blues
3315,3426,Jungle Fever
3316,3427,Coogan's Bluff
3317,3428,The Champ
3318,3429,Creature Comforts
3319,3430,Death Wish
3320,3431,Death Wish 2
3321,3432,Death Wish 3
3322,3433,Death Wish 4: The Crackdown
3323,3434,Death Wish 5: The Face of Death
3324,3435,Double Indemnity
3325,3436,Dying Young
3326,3437,Cool as Ice
3327,3438,Teenage Mutant Ninja Turtles
3328,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3329,3440,Teenage Mutant Ninja Turtles III
3330,3441,Red Dawn
3331,3442,Band of the Hand
3332,3443,Born American
3333,3444,Bloodsport
3334,3445,Eyes of Laura Mars
3335,3446,Funny Bones
3336,3447,The Good Earth
3337,3448,"Good Morning, Vietnam"
3338,3449,The Good Mother
3339,3450,Grumpy Old Men
3340,3451,Guess Who's Coming to Dinner
3341,3452,Romeo Must Die
3342,3453,Here On Earth
3343,3454,Whatever It Takes
3344,3455,Buddy Boy
3345,3456,رنگ خدا
3346,3457,Waking the Dead
3347,3458,Sangre y arena
3348,3459,Gothic
3349,3460,Hillbillys in a Haunted House
3350,3461,Lord of the Flies
3351,3462,Modern Times
3352,3463,National Lampoon's Last Resort
3353,3464,Solar Crisis
3354,3465,That's Life!
3355,3466,Heart and Souls
3356,3467,Hud
3357,3468,The Hustler
3358,3469,Inherit the Wind
3359,3470,Дерсу Узала
3360,3471,Close Encounters of the Third Kind
3361,3472,The City of the Dead
3362,3473,Jonas qui aura 25 ans en l'an 2000
3363,3474,Retroactive
3364,3475,A Place in the Sun
3365,3476,Jacob's Ladder
3366,3477,Empire Records
3367,3478,La Bamba
3368,3479,Ladyhawke
3369,3480,Lucas
3370,3481,High Fidelity
3371,3483,The Road to El Dorado
3372,3484,The Skulls
3373,3485,Macchie solari
3374,3486,Devil Girl from Mars
3375,3487,El Dorado
3376,3488,The Hideous Sun Demon
3377,3489,Hook
3378,3490,Horror Express
3379,3491,My Chauffeur
3380,3492,The Son of the Sheik
3381,3493,I corpi presentano tracce di violenza carnale
3382,3494,True Grit
3383,3495,Roadside Prophets
3384,3496,Madame Sousatzka
